identificador da entrevista,região onde foi realizada a entrevista,idade: qual a sua idade (em anos completos)?,área,sexo,cor ou raça,última série escolar que concluiu com aprovação,até que série o seu pai estudou,até que série a sua mãe estudou,renda total do chefe da família no último mês,renda total de todos os moradores (parentes e agregados) no último mês,número de moradores no domicílio (parentes e agregados),"no último mês, alguma pessoa deste domicílio recebeu rendimentos do bolsa famíli",my world - acesso a alimentos de qualidade,my world - governo honesto e atuante,my world - apoio às pessoas que não podem trabalhar,my world - educação de qualidade,my world - melhoria nos transportes e estradas,"my world - proteção a florestas, rios e oceanos",my world - liberdades políticas,my world - combater as mudanças climáticas,my world - melhoria dos serviços de saúde,my world - acesso ao telefone e à internet,my world - eliminação do preconceito e da discriminação,my world - acesso à água potável e ao saneamento,my world - igualdade entre homens e mulheres,my world - acesso à energia em sua casa,my world - proteção contra o crime e a violência,my world - melhores oportunidades de trabalho,religião,mulheres que usam roupas que mostram o corpo merecem ser atacadas,as mulatas são mais fogosas do que as mulheres brancas,dá para entender que um homem que cresceu em uma família violenta agrida sua mul,os homens devem ser a cabeça do lar,casos de violência dentro de casa devem ser discutidos somente entre os membros ,"incomoda ver dois homens, ou duas mulheres, se beijando na boca em público","se as mulheres soubessem como se comportar, haveria menos estupros",homem que bate na esposa tem que ir para a cadeia,é violência falar mentiras sobre uma mulher para os outros,toda mulher sonha em se casar,o que acontece com o casal em casa não interessa aos outros,"quando há violência, os casais devem se separar",casais de pessoas do mesmo sexo devem ter os mesmos direitos dos outros casais,dá pra entender que um homem rasgue ou quebre as coisas da mulher se ficou nervo,um homem pode xingar e gritar com sua própria mulher,é da natureza do homem ser violento,"em briga de marido e mulher, não se mete a colher",a roupa suja deve ser lavada em casa,uma mulher só se sente realizada quando tem filhos/as,"a mulher casada deve satisfazer o marido na cama, mesmo quando não tem vontade","piada de preto é só brincadeira, não é racismo",um casal de dois homens vive um amor tão bonito quanto entre um homem e uma mulh,mulher que é agredida e continua com o parceiro gosta de apanhar,casamento de homem com homem ou de mulher com mulher deve ser proibido,a mulher que apanha em casa deve ficar quieta para não prejudicar os filhos,a questão da violência contra as mulheres recebe mais importância do que merece,"tem mulher que é pra casar, tem mulher que é pra cama"
14027,NORDESTE,31,metropolitano,feminino,parda,sexta série fundamental,analfabeto ou sem instrução,analfabeto ou sem instrução,,678,5,2,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,concorda parcial,concorda parcial,concorda parcial,concorda parcial,concorda parcial,concorda total,concorda total,discorda total,discorda total,discorda parcial,concorda parcial,concorda parcial,concorda parcial,discorda parcial,discorda parcial,concorda total,concorda parcial,discorda total,discorda total,discorda total,discorda total
14032,SUDESTE,41,urbano,masculino,parda,médio completo,fundamental completa,sexta série fundamental,1800,1800,6,2,prioritário,secundário,secundário,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,secundário,secundário,prioritário,secundário,evangélica,discorda total,discorda total,discorda total,concorda total,discorda total,concorda total,concorda parcial,concorda parcial,concorda total,concorda total,concorda parcial,concorda parcial,discorda total,discorda total,discorda total,discorda total,concorda parcial,concorda total,concorda total,discorda total,discorda total,neutro,discorda total,concorda total,discorda total,discorda total,discorda total
14038,SUDESTE,26,urbano,feminino,parda,sétima série fundamental,não sabe,terceira série fundamental,870,870,3,1,prioritário,secundário,prioritário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,católica,discorda total,discorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda total,concorda parcial,concorda total,discorda total,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total
14042,NORDESTE,29,metropolitano,feminino,parda,médio completo,quinta série fundamental,quinta série fundamental,800,,4,1,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,concorda parcial,discorda total,concorda total,discorda total,concorda total,concorda parcial,concorda total,concorda parcial,concorda parcial,concorda parcial,concorda total,concorda parcial,discorda total,discorda total,discorda total,discorda total,concorda parcial,concorda parcial,concorda total,concorda parcial,discorda total,concorda total,discorda total,discorda parcial,discorda total,discorda total
14043,SUDESTE,34,urbano,feminino,branca,primeira série médio,não sabe,não sabe,800,800,4,2,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,prioritário,secundário,prioritário,prioritário,católica,discorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,concorda parcial,discorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda parcial,discorda total,concorda parcial,concorda total,concorda parcial,neutro,concorda total
14044,NORDESTE,58,metropolitano,feminino,parda,terceira série fundamental,não sabe,não sabe,678,678,9,1,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,concorda total,concorda parcial,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda parcial,concorda total,discorda total,discorda total,discorda total,concorda parcial,concorda parcial,concorda parcial,concorda parcial,discorda total,concorda total,concorda parcial,concorda total,concorda parcial,discorda total,discorda total,concorda total
14048,SUDESTE,68,urbano,feminino,branca,quarta série fundamental completa,quarta série fundamental incompleta,primeira série fundamental,900,900,2,2,prioritário,prioritário,secundário,secundário,prioritário,secundário,secundário,secundário,prioritário,secundário,secundário,prioritário,secundário,secundário,prioritário,secundário,católica,discorda total,neutro,discorda total,concorda total,concorda total,concorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda parcial,discorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,neutro,concorda total,discorda total,discorda total,discorda total,discorda total
14049,NORDESTE,35,metropolitano,feminino,parda,médio completo,quarta série fundamental incompleta,fundamental completa,,300,2,1,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,concorda total,discorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda parcial,concorda parcial,concorda parcial,concorda total,concorda total,discorda parcial,discorda total,discorda total,concorda total,discorda total,concorda total,concorda parcial,discorda total,concorda parcial,concorda total,discorda total,discorda parcial,discorda total,concorda total
14051,NORDESTE,19,metropolitano,feminino,parda,médio completo,fundamental completa,quarta série fundamental completa,,1600,3,1,secundário,prioritário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,prioritário,prioritário,secundário,prioritário,secundário,católica,discorda total,concorda total,discorda total,discorda total,concorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda parcial,discorda total,discorda parcial,concorda total,concorda total,discorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda parcial,discorda parcial,discorda total
14052,NORDESTE,23,metropolitano,feminino,parda,terceira série fundamental,não sabe,não sabe,,,5,1,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,concorda parcial,discorda parcial,concorda total,concorda total,discorda total,concorda total,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda parcial,discorda total,concorda total,concorda total,concorda parcial,concorda parcial,discorda total,concorda parcial,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total
14054,NORDESTE,30,metropolitano,feminino,parda,médio completo,analfabeto ou sem instrução,analfabeto ou sem instrução,678,678,3,1,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,discorda parcial,discorda total,discorda parcial,concorda parcial,concorda parcial,concorda parcial,concorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda parcial,discorda total,discorda parcial,discorda parcial,concorda parcial,concorda parcial,concorda total,concorda parcial,concorda parcial,concorda parcial,concorda parcial,concorda parcial,discorda total,discorda total,concorda parcial
14056,SUDESTE,23,urbano,feminino,branca,fundamental completa,quarta série fundamental completa,terceira série fundamental,700,1600,3,2,secundário,secundário,prioritário,prioritário,prioritário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,prioritário,católica,discorda total,concorda total,discorda total,concorda total,discorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda parcial,concorda total,concorda parcial,discorda total,discorda total,discorda total,concorda total,concorda parcial,concorda total,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,discorda total,concorda total
14063,SUDESTE,39,urbano,feminino,branca,segunda série médio,cursou superior sem concluir,cursou superior sem concluir,1000,1000,4,2,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,secundário,prioritário,secundário,prioritário,secundário,prioritário,prioritário,católica,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,discorda total,concorda total,concorda parcial,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,discorda total,discorda total,neutro,concorda total,concorda parcial,discorda total,discorda total,discorda total
14066,SUDESTE,53,urbano,feminino,branca,sétima série fundamental,quarta série fundamental completa,quarta série fundamental completa,980,1300,3,2,secundário,prioritário,prioritário,prioritário,prioritário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,católica,discorda total,ns,discorda total,concorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda total,concorda parcial,discorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda total,discorda total,discorda total,discorda parcial
14069,SUDESTE,64,urbano,feminino,parda,fundamental completa,quarta série fundamental completa,quarta série fundamental completa,900,1300,2,2,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,católica,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total
